ID,doi,Tipo,Nivel,Autor,Autores,Publicación / Proyecto,Editorial o Revista,Año,type_work,URL,journal_raw,project_role,XX,numero_autores,posicion_autor,tipo_proyecto,Puntaje,nombre_UAI,nombre_completo,Sinonimos,horas_investigacion,area,orcid,gscholar,name_end,promedio_horas,total_years_carga,year_inicio,Percentil,Reference,Reference_DT,Reference_k
97,NA,artículo WoS,Q3,"Huepe, David","Huepe, David; Martinez-Pernia, David; Gonzalez-Castan, O.",From ancient Greece to the cognitive revolution: A comprehensive view of physical rehabilitation sciences,"Physiotherapy Theory and Practice, Vol. 33, Nº2, pp. 89-102, 2017.",2017,ARTICLE,NA,Physiotherapy Theory and Practice,NA,NA,3,1,NA,45,"HUEPE ARTIGAS, DAVID ALEJANDRO",David . Huepe Artigas,"Huepe, D.; David Huepe; Huepe D.",180,básica,0000-0001-8351-5314,6wMud9YAAAAJ,0,187.5,3,2017,NA,"Huepe, David; Martinez-Pernia, David; Gonzalez-Castan, O. (2017) From ancient Greece to the cognitive revolution: A comprehensive view of physical rehabilitation sciences. Physiotherapy Theory and Practice, Vol. 33, Nº2, pp. 89-102, 2017.","<a href="""" target=""_blank"">Huepe, David; Martinez-Pernia, David; Gonzalez-Castan, O. (2017) From ancient Greece to the cognitive revolution: A comprehensive view of physical rehabilitation sciences. Physiotherapy Theory and Practice, Vol. 33, Nº2, pp. 89-102, 2017.</a>","[Huepe, David; Martinez-Pernia, David; Gonzalez-Castan, O. (2017) From ancient Greece to the cognitive revolution: A comprehensive view of physical rehabilitation sciences. Physiotherapy Theory and Practice, Vol. 33, Nº2, pp. 89-102, 2017.]()"
97,NA,artículo WoS,Q3,"Martinez-Pernia, David","Huepe, David; Martinez-Pernia, David; Gonzalez-Castan, O.",From ancient Greece to the cognitive revolution: A comprehensive view of physical rehabilitation sciences,"Physiotherapy Theory and Practice, Vol. 33, Nº2, pp. 89-102, 2017.",2017,ARTICLE,NA,Physiotherapy Theory and Practice,NA,NA,3,2,NA,45,"MARTÍNEZ PERNÍA, DAVID",David . Martínez-Pernia,"Martínez-Pernia, D; Martínez-Pernia, D.; Martinez-Pernia, David; Martínez-Pernia, David; Martínez-Pernía, David",180,clínica,0000-0003-2830-7920,NA,0,180,1,2019,NA,"Huepe, David; Martinez-Pernia, David; Gonzalez-Castan, O. (2017) From ancient Greece to the cognitive revolution: A comprehensive view of physical rehabilitation sciences. Physiotherapy Theory and Practice, Vol. 33, Nº2, pp. 89-102, 2017.","<a href="""" target=""_blank"">Huepe, David; Martinez-Pernia, David; Gonzalez-Castan, O. (2017) From ancient Greece to the cognitive revolution: A comprehensive view of physical rehabilitation sciences. Physiotherapy Theory and Practice, Vol. 33, Nº2, pp. 89-102, 2017.</a>","[Huepe, David; Martinez-Pernia, David; Gonzalez-Castan, O. (2017) From ancient Greece to the cognitive revolution: A comprehensive view of physical rehabilitation sciences. Physiotherapy Theory and Practice, Vol. 33, Nº2, pp. 89-102, 2017.]()"
107,NA,artículo WoS,Q3,"Huepe, David","Schaeffer, M.; Huepe, David; Hansen, S.; Hofmann, S.; Munoz, E.; Kogan, B.; Herrera, E.; Ibanez, Agustin; Garcia, A.M.",The Translation and Interpreting Competence Questionnaire: an online tool for research on translators and interpreters,"Perspectives. Studies in Translation Theory and Practice, Vol. 28, Nº1, pp. 90-108, 2020. Publicación online: 20 junio 2019.",2020,ARTICLE,NA,Perspectives. Studies in Translation Theory and Practice,NA,NA,9,2,NA,45,"HUEPE ARTIGAS, DAVID ALEJANDRO",David . Huepe Artigas,"Huepe, D.; David Huepe; Huepe D.",180,básica,0000-0001-8351-5314,6wMud9YAAAAJ,0,187.5,3,2017,NA,"Schaeffer, M.; Huepe, David; Hansen, S.; Hofmann, S.; Munoz, E.; Kogan, B.; Herrera, E.; Ibanez, Agustin; Garcia, A.M. (2020) The Translation and Interpreting Competence Questionnaire: an online tool for research on translators and interpreters. Perspectives. Studies in Translation Theory and Practice, Vol. 28, Nº1, pp. 90-108, 2020. Publicación online: 20 junio 2019.","<a href="""" target=""_blank"">Schaeffer, M.; Huepe, David; Hansen, S.; Hofmann, S.; Munoz, E.; Kogan, B.; Herrera, E.; Ibanez, Agustin; Garcia, A.M. (2020) The Translation and Interpreting Competence Questionnaire: an online tool for research on translators and interpreters. Perspectives. Studies in Translation Theory and Practice, Vol. 28, Nº1, pp. 90-108, 2020. Publicación online: 20 junio 2019.</a>","[Schaeffer, M.; Huepe, David; Hansen, S.; Hofmann, S.; Munoz, E.; Kogan, B.; Herrera, E.; Ibanez, Agustin; Garcia, A.M. (2020) The Translation and Interpreting Competence Questionnaire: an online tool for research on translators and interpreters. Perspectives. Studies in Translation Theory and Practice, Vol. 28, Nº1, pp. 90-108, 2020. Publicación online: 20 junio 2019.]()"
107,NA,artículo WoS,Q3,"Ibanez, Agustin","Schaeffer, M.; Huepe, David; Hansen, S.; Hofmann, S.; Munoz, E.; Kogan, B.; Herrera, E.; Ibanez, Agustin; Garcia, A.M.",The Translation and Interpreting Competence Questionnaire: an online tool for research on translators and interpreters,"Perspectives. Studies in Translation Theory and Practice, Vol. 28, Nº1, pp. 90-108, 2020. Publicación online: 20 junio 2019.",2020,ARTICLE,NA,Perspectives. Studies in Translation Theory and Practice,NA,NA,9,8,NA,45,"IBÁÑEZ , AGUSTÍN",Agustín . Ibáñez Barrasi,"Ibanez, A.; Agustin Ibanez",270,básica,0000-0001-6758-5101,Jp5SxoIAAAAJ,0,270,3,2017,NA,"Schaeffer, M.; Huepe, David; Hansen, S.; Hofmann, S.; Munoz, E.; Kogan, B.; Herrera, E.; Ibanez, Agustin; Garcia, A.M. (2020) The Translation and Interpreting Competence Questionnaire: an online tool for research on translators and interpreters. Perspectives. Studies in Translation Theory and Practice, Vol. 28, Nº1, pp. 90-108, 2020. Publicación online: 20 junio 2019.","<a href="""" target=""_blank"">Schaeffer, M.; Huepe, David; Hansen, S.; Hofmann, S.; Munoz, E.; Kogan, B.; Herrera, E.; Ibanez, Agustin; Garcia, A.M. (2020) The Translation and Interpreting Competence Questionnaire: an online tool for research on translators and interpreters. Perspectives. Studies in Translation Theory and Practice, Vol. 28, Nº1, pp. 90-108, 2020. Publicación online: 20 junio 2019.</a>","[Schaeffer, M.; Huepe, David; Hansen, S.; Hofmann, S.; Munoz, E.; Kogan, B.; Herrera, E.; Ibanez, Agustin; Garcia, A.M. (2020) The Translation and Interpreting Competence Questionnaire: an online tool for research on translators and interpreters. Perspectives. Studies in Translation Theory and Practice, Vol. 28, Nº1, pp. 90-108, 2020. Publicación online: 20 junio 2019.]()"
173,NA,artículo WoS,Q3,"Ibanez, Agustin","Ibanez, Agustin; Garcia, A.M.; Esteves, S.; Yoris, A.; Munoz, E.; Reynaldo, L.",Social neuroscience: Undoing the schism between neurology and psychiatry,"Social Neuroscience, Vol. 13, Nº1, pp. 1-39, 2018.",2018,NA,NA,Social Neuroscience,NA,NA,6,1,NA,45,"IBÁÑEZ , AGUSTÍN",Agustín . Ibáñez Barrasi,"Ibanez, A.; Agustin Ibanez",270,básica,0000-0001-6758-5101,Jp5SxoIAAAAJ,0,270,3,2017,NA,"Ibanez, Agustin; Garcia, A.M.; Esteves, S.; Yoris, A.; Munoz, E.; Reynaldo, L. (2018) Social neuroscience: Undoing the schism between neurology and psychiatry. Social Neuroscience, Vol. 13, Nº1, pp. 1-39, 2018.","<a href="""" target=""_blank"">Ibanez, Agustin; Garcia, A.M.; Esteves, S.; Yoris, A.; Munoz, E.; Reynaldo, L. (2018) Social neuroscience: Undoing the schism between neurology and psychiatry. Social Neuroscience, Vol. 13, Nº1, pp. 1-39, 2018.</a>","[Ibanez, Agustin; Garcia, A.M.; Esteves, S.; Yoris, A.; Munoz, E.; Reynaldo, L. (2018) Social neuroscience: Undoing the schism between neurology and psychiatry. Social Neuroscience, Vol. 13, Nº1, pp. 1-39, 2018.]()"
191,NA,artículo WoS,Q3,"Ibanez, Agustin","Valdes, MdC.; Abu-Hussain, J.; Qiu, X.; Priller, J.; Parra, M.; Pino, M.; Baez, S.; Ibanez, Agustin",Structural neuroimaging differentiates vulnerability from disease manifestation in colombian families with Huntington’s disease,"Brain and Behavior, Vol. 9, Nº8, artículo e01343, agosto 2019.",2019,ARTICLE,NA,Brain and Behavior,NA,NA,8,8,NA,45,"IBÁÑEZ , AGUSTÍN",Agustín . Ibáñez Barrasi,"Ibanez, A.; Agustin Ibanez",270,básica,0000-0001-6758-5101,Jp5SxoIAAAAJ,0,270,3,2017,NA,"Valdes, MdC.; Abu-Hussain, J.; Qiu, X.; Priller, J.; Parra, M.; Pino, M.; Baez, S.; Ibanez, Agustin (2019) Structural neuroimaging differentiates vulnerability from disease manifestation in colombian families with Huntington’s disease. Brain and Behavior, Vol. 9, Nº8, artículo e01343, agosto 2019.","<a href="""" target=""_blank"">Valdes, MdC.; Abu-Hussain, J.; Qiu, X.; Priller, J.; Parra, M.; Pino, M.; Baez, S.; Ibanez, Agustin (2019) Structural neuroimaging differentiates vulnerability from disease manifestation in colombian families with Huntington’s disease. Brain and Behavior, Vol. 9, Nº8, artículo e01343, agosto 2019.</a>","[Valdes, MdC.; Abu-Hussain, J.; Qiu, X.; Priller, J.; Parra, M.; Pino, M.; Baez, S.; Ibanez, Agustin (2019) Structural neuroimaging differentiates vulnerability from disease manifestation in colombian families with Huntington’s disease. Brain and Behavior, Vol. 9, Nº8, artículo e01343, agosto 2019.]()"
262,NA,artículo WoS,Q3,"Yeves, Jesus","Van der Heijden, B.I.; Le Blanc, P.; Hernandez, A.; Gonzalez, V.; Yeves, Jesus; Gamboa, J.",The importance of horizontal fit of university student jobs for future job quality,"Career Development International, Vol. 24, Nº3, pp. 239-256, 10 junio 2019.",2019,ARTICLE,NA,Career Development International,NA,NA,6,5,NA,45,"YEVES GÓMEZ, JESÚS",Jesus . Yeves A2,"Yeves, J.; Jesus Yeves",180,organizacional,0000-0002-1662-8359,IT3IBIEAAAAJ,0,150,2.5,2017,96,"Van der Heijden, B.I.; Le Blanc, P.; Hernandez, A.; Gonzalez, V.; Yeves, Jesus; Gamboa, J. (2019) The importance of horizontal fit of university student jobs for future job quality. Career Development International, Vol. 24, Nº3, pp. 239-256, 10 junio 2019.","<a href="""" target=""_blank"">Van der Heijden, B.I.; Le Blanc, P.; Hernandez, A.; Gonzalez, V.; Yeves, Jesus; Gamboa, J. (2019) The importance of horizontal fit of university student jobs for future job quality. Career Development International, Vol. 24, Nº3, pp. 239-256, 10 junio 2019.</a>","[Van der Heijden, B.I.; Le Blanc, P.; Hernandez, A.; Gonzalez, V.; Yeves, Jesus; Gamboa, J. (2019) The importance of horizontal fit of university student jobs for future job quality. Career Development International, Vol. 24, Nº3, pp. 239-256, 10 junio 2019.]()"
5,NA,artículo WoS,Q4,"Araya, Claudio","Araya, Claudio; Porter, B.",Habilidades del terapeuta y mindfulness,"Revista Argentina de Clínica Psicológica, Vol. XXVI, Nº2, pp. 232-240, agosto 2017.",2017,ARTICLE,NA,Revista Argentina de Clínica Psicológica,NA,NA,2,1,NA,30,"ARAYA VÉLIZ, CLAUDIO ANTONIO",Claudio . Araya A2,"Araya-Veliz, C.; Araya, Claudio; Claudio Araya-Veliz; Claudio Antonio Araya-Veliz; Araya-Veliz, Claudio Antonio; Araya, C.; Claudio Araya Veliz; Araya-Veliz, Claudio; Araya-Véliz, C.",90,clínica,0000-0002-5888-1299,QsVD1VwAAAAJ,0,90,3,2017,NA,"Araya, Claudio; Porter, B. (2017) Habilidades del terapeuta y mindfulness. Revista Argentina de Clínica Psicológica, Vol. XXVI, Nº2, pp. 232-240, agosto 2017.","<a href="""" target=""_blank"">Araya, Claudio; Porter, B. (2017) Habilidades del terapeuta y mindfulness. Revista Argentina de Clínica Psicológica, Vol. XXVI, Nº2, pp. 232-240, agosto 2017.</a>","[Araya, Claudio; Porter, B. (2017) Habilidades del terapeuta y mindfulness. Revista Argentina de Clínica Psicológica, Vol. XXVI, Nº2, pp. 232-240, agosto 2017.]()"
10,NA,artículo WoS,Q4,"Araya, Claudio","Araya, Claudio; Moncada, L.; Becerra, M.; Gonzalez, A.; Acosta, C.; Medina, P.; Ramos, D.; Alfaro, M.","Intervención basada en mindfulness y auto-compasión, en mujeres chilenas en contexto de vulnerabilidad social - Un estudio cualitativo","Revista Argentina de Clínica Psicológica, Vol. XXVIII, NºIV, pp. 501-512, noviembre 2019.",2019,ARTICLE,NA,Revista Argentina de Clínica Psicológica,NA,NA,8,1,NA,30,"ARAYA VÉLIZ, CLAUDIO ANTONIO",Claudio . Araya A2,"Araya-Veliz, C.; Araya, Claudio; Claudio Araya-Veliz; Claudio Antonio Araya-Veliz; Araya-Veliz, Claudio Antonio; Araya, C.; Claudio Araya Veliz; Araya-Veliz, Claudio; Araya-Véliz, C.",90,clínica,0000-0002-5888-1299,QsVD1VwAAAAJ,0,90,3,2017,NA,"Araya, Claudio; Moncada, L.; Becerra, M.; Gonzalez, A.; Acosta, C.; Medina, P.; Ramos, D.; Alfaro, M. (2019) Intervención basada en mindfulness y auto-compasión, en mujeres chilenas en contexto de vulnerabilidad social - Un estudio cualitativo. Revista Argentina de Clínica Psicológica, Vol. XXVIII, NºIV, pp. 501-512, noviembre 2019.","<a href="""" target=""_blank"">Araya, Claudio; Moncada, L.; Becerra, M.; Gonzalez, A.; Acosta, C.; Medina, P.; Ramos, D.; Alfaro, M. (2019) Intervención basada en mindfulness y auto-compasión, en mujeres chilenas en contexto de vulnerabilidad social - Un estudio cualitativo. Revista Argentina de Clínica Psicológica, Vol. XXVIII, NºIV, pp. 501-512, noviembre 2019.</a>","[Araya, Claudio; Moncada, L.; Becerra, M.; Gonzalez, A.; Acosta, C.; Medina, P.; Ramos, D.; Alfaro, M. (2019) Intervención basada en mindfulness y auto-compasión, en mujeres chilenas en contexto de vulnerabilidad social - Un estudio cualitativo. Revista Argentina de Clínica Psicológica, Vol. XXVIII, NºIV, pp. 501-512, noviembre 2019.]()"
21,NA,artículo WoS,Q4,"Bargsted, Mariana","Bargsted, Mariana; Ramirez, R.; Fernandez-Rios, M.; Sanchez, J.C.; Ruiz, M.A.; Polo, J.D.",Spanish-Language Adaptation of Morgeson and Humphrey's Work Design Questionnaire (WDQ),"Spanish Journal of Psychology, Vol. 20, artículo E28, 9 de junio 2017.",2017,ARTICLE,NA,Spanish Journal of Psychology,NA,NA,6,1,NA,30,"BARGSTED ARAVENA, MARIANA",Mariana . Bargsted A2,"Bargsted, M.; Mariana Bargsted; Mariana Bargsted Aravena; MARIANA BARGSTED ARAVENA; Mariana Bargsted A.",180,organizacional,0000-0002-9282-0561,gyoJu7kAAAAJ,0,180,3,2017,NA,"Bargsted, Mariana; Ramirez, R.; Fernandez-Rios, M.; Sanchez, J.C.; Ruiz, M.A.; Polo, J.D. (2017) Spanish-Language Adaptation of Morgeson and Humphrey's Work Design Questionnaire (WDQ). Spanish Journal of Psychology, Vol. 20, artículo E28, 9 de junio 2017.","<a href="""" target=""_blank"">Bargsted, Mariana; Ramirez, R.; Fernandez-Rios, M.; Sanchez, J.C.; Ruiz, M.A.; Polo, J.D. (2017) Spanish-Language Adaptation of Morgeson and Humphrey's Work Design Questionnaire (WDQ). Spanish Journal of Psychology, Vol. 20, artículo E28, 9 de junio 2017.</a>","[Bargsted, Mariana; Ramirez, R.; Fernandez-Rios, M.; Sanchez, J.C.; Ruiz, M.A.; Polo, J.D. (2017) Spanish-Language Adaptation of Morgeson and Humphrey's Work Design Questionnaire (WDQ). Spanish Journal of Psychology, Vol. 20, artículo E28, 9 de junio 2017.]()"
32,NA,artículo WoS,Q4,"Chaigneau, Sergio","Canessa, Enrique; Chaigneau, Sergio",Response surface methodology for estimating missing values in a Pareto genetic algorithm used in parameter design,"Ingeniería e Investigación, Vol. 37, Nº2, pp. 89-98, agosto 2017.",2017,ARTICLE,NA,Ingeniería e Investigación,NA,NA,2,2,NA,30,"CHAIGNEAU ORFANOZ, SERGIO",Sergio E Chaigneau Orfanoz,"Chaigneau, S.; Sergio Chaigneau; Chaigneau, S.E.; Sergio E Chaigneau; Sergio E. Chaigneau; Chaigneau, Sergio E.",180,básica,0000-0001-8642-6325,w-0YGM4AAAAJ,0,202.5,3,2017,NA,"Canessa, Enrique; Chaigneau, Sergio (2017) Response surface methodology for estimating missing values in a Pareto genetic algorithm used in parameter design. Ingeniería e Investigación, Vol. 37, Nº2, pp. 89-98, agosto 2017.","<a href="""" target=""_blank"">Canessa, Enrique; Chaigneau, Sergio (2017) Response surface methodology for estimating missing values in a Pareto genetic algorithm used in parameter design. Ingeniería e Investigación, Vol. 37, Nº2, pp. 89-98, agosto 2017.</a>","[Canessa, Enrique; Chaigneau, Sergio (2017) Response surface methodology for estimating missing values in a Pareto genetic algorithm used in parameter design. Ingeniería e Investigación, Vol. 37, Nº2, pp. 89-98, agosto 2017.]()"
51,NA,artículo WoS,Q4,"Cruzat, Claudia","Cruzat, Claudia; Diaz, Fernanda; Lizana, Paula; Aravena, M.; Haemmerli, Constance",Diferencias en imagen corporal de jóvenes con normopeso y con sobrepeso/obesidad,"Nutrición Hospitalaria, Vol. 34, Nº4, pp. 847-855, julio-agosto 2017.",2017,ARTICLE,NA,Nutrición Hospitalaria,NA,NA,5,1,NA,30,"CRUZAT MANDICH, CLAUDIA VERÓNICA",Claudia . Cruzat A2,"Cruzat, C.; Cruzat-Mandich, C; Cruzat-Mandicha, C; Claudia Cruzat-Mandich; Claudia Cruzat-Mandich; Mandich, C.C.; Cruzat-Mandich, C.; Claudia Cruzat- Mandich; Claudia Veronica Cruzat-Mandich; Cruzat-Mandicha, C.; Claudia Cruzat; Cruzat-Mandich, Claudia",180,clínica,0000-0003-3477-8737,xzD91mEAAAAJ,0,202.5,3,2017,NA,"Cruzat, Claudia; Diaz, Fernanda; Lizana, Paula; Aravena, M.; Haemmerli, Constance (2017) Diferencias en imagen corporal de jóvenes con normopeso y con sobrepeso/obesidad. Nutrición Hospitalaria, Vol. 34, Nº4, pp. 847-855, julio-agosto 2017.","<a href="""" target=""_blank"">Cruzat, Claudia; Diaz, Fernanda; Lizana, Paula; Aravena, M.; Haemmerli, Constance (2017) Diferencias en imagen corporal de jóvenes con normopeso y con sobrepeso/obesidad. Nutrición Hospitalaria, Vol. 34, Nº4, pp. 847-855, julio-agosto 2017.</a>","[Cruzat, Claudia; Diaz, Fernanda; Lizana, Paula; Aravena, M.; Haemmerli, Constance (2017) Diferencias en imagen corporal de jóvenes con normopeso y con sobrepeso/obesidad. Nutrición Hospitalaria, Vol. 34, Nº4, pp. 847-855, julio-agosto 2017.]()"
51,NA,artículo WoS,Q4,"Diaz, Fernanda","Cruzat, Claudia; Diaz, Fernanda; Lizana, Paula; Aravena, M.; Haemmerli, Constance",Diferencias en imagen corporal de jóvenes con normopeso y con sobrepeso/obesidad,"Nutrición Hospitalaria, Vol. 34, Nº4, pp. 847-855, julio-agosto 2017.",2017,ARTICLE,NA,Nutrición Hospitalaria,NA,NA,5,2,NA,30,"DÍAZ CASTRILLÓN, FERNANDA VIVIANA",Fernanda . Diaz A2,"Díaz, Fernanda; Díaz, F.; Diaz, F.; Fernanda Diaz; Diaz Fernanda; Díaz Fernanda; Diaz-Castrillon, Fernanda",180,clínica,0000-0003-4517-6803,LAmF-ZYAAAAJ,0,180,3,2017,NA,"Cruzat, Claudia; Diaz, Fernanda; Lizana, Paula; Aravena, M.; Haemmerli, Constance (2017) Diferencias en imagen corporal de jóvenes con normopeso y con sobrepeso/obesidad. Nutrición Hospitalaria, Vol. 34, Nº4, pp. 847-855, julio-agosto 2017.","<a href="""" target=""_blank"">Cruzat, Claudia; Diaz, Fernanda; Lizana, Paula; Aravena, M.; Haemmerli, Constance (2017) Diferencias en imagen corporal de jóvenes con normopeso y con sobrepeso/obesidad. Nutrición Hospitalaria, Vol. 34, Nº4, pp. 847-855, julio-agosto 2017.</a>","[Cruzat, Claudia; Diaz, Fernanda; Lizana, Paula; Aravena, M.; Haemmerli, Constance (2017) Diferencias en imagen corporal de jóvenes con normopeso y con sobrepeso/obesidad. Nutrición Hospitalaria, Vol. 34, Nº4, pp. 847-855, julio-agosto 2017.]()"
52,NA,artículo WoS,Q4,"Cruzat, Claudia","Cruzat, Claudia; Diaz, Fernanda; Kirszman, D.; Moncada, L.; Aspillaga, C.; Behar, R.",Fases de la alianza terapéutica en los trastornos de la conducta alimentaria,"Revista Argentina de Clínica Psicológica, Vol. XXVI, Nº2, pp. 241-248, agosto 2017.",2017,ARTICLE,NA,Revista Argentina de Clínica Psicológica,NA,NA,6,1,NA,30,"CRUZAT MANDICH, CLAUDIA VERÓNICA",Claudia . Cruzat A2,"Cruzat, C.; Cruzat-Mandich, C; Cruzat-Mandicha, C; Claudia Cruzat-Mandich; Claudia Cruzat-Mandich; Mandich, C.C.; Cruzat-Mandich, C.; Claudia Cruzat- Mandich; Claudia Veronica Cruzat-Mandich; Cruzat-Mandicha, C.; Claudia Cruzat; Cruzat-Mandich, Claudia",180,clínica,0000-0003-3477-8737,xzD91mEAAAAJ,0,202.5,3,2017,NA,"Cruzat, Claudia; Diaz, Fernanda; Kirszman, D.; Moncada, L.; Aspillaga, C.; Behar, R. (2017) Fases de la alianza terapéutica en los trastornos de la conducta alimentaria. Revista Argentina de Clínica Psicológica, Vol. XXVI, Nº2, pp. 241-248, agosto 2017.","<a href="""" target=""_blank"">Cruzat, Claudia; Diaz, Fernanda; Kirszman, D.; Moncada, L.; Aspillaga, C.; Behar, R. (2017) Fases de la alianza terapéutica en los trastornos de la conducta alimentaria. Revista Argentina de Clínica Psicológica, Vol. XXVI, Nº2, pp. 241-248, agosto 2017.</a>","[Cruzat, Claudia; Diaz, Fernanda; Kirszman, D.; Moncada, L.; Aspillaga, C.; Behar, R. (2017) Fases de la alianza terapéutica en los trastornos de la conducta alimentaria. Revista Argentina de Clínica Psicológica, Vol. XXVI, Nº2, pp. 241-248, agosto 2017.]()"
52,NA,artículo WoS,Q4,"Diaz, Fernanda","Cruzat, Claudia; Diaz, Fernanda; Kirszman, D.; Moncada, L.; Aspillaga, C.; Behar, R.",Fases de la alianza terapéutica en los trastornos de la conducta alimentaria,"Revista Argentina de Clínica Psicológica, Vol. XXVI, Nº2, pp. 241-248, agosto 2017.",2017,ARTICLE,NA,Revista Argentina de Clínica Psicológica,NA,NA,6,2,NA,30,"DÍAZ CASTRILLÓN, FERNANDA VIVIANA",Fernanda . Diaz A2,"Díaz, Fernanda; Díaz, F.; Diaz, F.; Fernanda Diaz; Diaz Fernanda; Díaz Fernanda; Diaz-Castrillon, Fernanda",180,clínica,0000-0003-4517-6803,LAmF-ZYAAAAJ,0,180,3,2017,NA,"Cruzat, Claudia; Diaz, Fernanda; Kirszman, D.; Moncada, L.; Aspillaga, C.; Behar, R. (2017) Fases de la alianza terapéutica en los trastornos de la conducta alimentaria. Revista Argentina de Clínica Psicológica, Vol. XXVI, Nº2, pp. 241-248, agosto 2017.","<a href="""" target=""_blank"">Cruzat, Claudia; Diaz, Fernanda; Kirszman, D.; Moncada, L.; Aspillaga, C.; Behar, R. (2017) Fases de la alianza terapéutica en los trastornos de la conducta alimentaria. Revista Argentina de Clínica Psicológica, Vol. XXVI, Nº2, pp. 241-248, agosto 2017.</a>","[Cruzat, Claudia; Diaz, Fernanda; Kirszman, D.; Moncada, L.; Aspillaga, C.; Behar, R. (2017) Fases de la alianza terapéutica en los trastornos de la conducta alimentaria. Revista Argentina de Clínica Psicológica, Vol. XXVI, Nº2, pp. 241-248, agosto 2017.]()"
98,NA,artículo WoS,Q4,"Huepe, David","Salas, N.; Castillo, D.; San Martin, C.; Kong, F.; Thayer, L.E.; Huepe, David",Inmigración en la escuela: caracterización del prejuicio hacia escolares migrantes en Chile,"Universitas Psychologica, Vol. 16, Nº5, 15 págs. 2017.",2017,ARTICLE,NA,Universitas Psychologica,NA,NA,6,6,NA,30,"HUEPE ARTIGAS, DAVID ALEJANDRO",David . Huepe Artigas,"Huepe, D.; David Huepe; Huepe D.",180,básica,0000-0001-8351-5314,6wMud9YAAAAJ,0,187.5,3,2017,NA,"Salas, N.; Castillo, D.; San Martin, C.; Kong, F.; Thayer, L.E.; Huepe, David (2017) Inmigración en la escuela: caracterización del prejuicio hacia escolares migrantes en Chile. Universitas Psychologica, Vol. 16, Nº5, 15 págs. 2017.","<a href="""" target=""_blank"">Salas, N.; Castillo, D.; San Martin, C.; Kong, F.; Thayer, L.E.; Huepe, David (2017) Inmigración en la escuela: caracterización del prejuicio hacia escolares migrantes en Chile. Universitas Psychologica, Vol. 16, Nº5, 15 págs. 2017.</a>","[Salas, N.; Castillo, D.; San Martin, C.; Kong, F.; Thayer, L.E.; Huepe, David (2017) Inmigración en la escuela: caracterización del prejuicio hacia escolares migrantes en Chile. Universitas Psychologica, Vol. 16, Nº5, 15 págs. 2017.]()"
101,NA,artículo WoS,Q4,"Martinez-Pernia, David","Useros-Olmo, A.; Martinez-Pernia, David; Huepe, David",The effects of a relaxation program featuring aquatic therapy and autogenic training among people with cervical dystonia (a pilot study),Physiotherapy Theory and Practice. Publicación online: 25 junio 2018.,2018,ARTICLE,NA,NA,NA,NA,3,2,NA,30,"MARTÍNEZ PERNÍA, DAVID",David . Martínez-Pernia,"Martínez-Pernia, D; Martínez-Pernia, D.; Martinez-Pernia, David; Martínez-Pernia, David; Martínez-Pernía, David",180,clínica,0000-0003-2830-7920,NA,0,180,1,2019,NA,"Useros-Olmo, A.; Martinez-Pernia, David; Huepe, David (2018) The effects of a relaxation program featuring aquatic therapy and autogenic training among people with cervical dystonia (a pilot study). Physiotherapy Theory and Practice. Publicación online: 25 junio 2018.","<a href="""" target=""_blank"">Useros-Olmo, A.; Martinez-Pernia, David; Huepe, David (2018) The effects of a relaxation program featuring aquatic therapy and autogenic training among people with cervical dystonia (a pilot study). Physiotherapy Theory and Practice. Publicación online: 25 junio 2018.</a>","[Useros-Olmo, A.; Martinez-Pernia, David; Huepe, David (2018) The effects of a relaxation program featuring aquatic therapy and autogenic training among people with cervical dystonia (a pilot study). Physiotherapy Theory and Practice. Publicación online: 25 junio 2018.]()"
101,NA,artículo WoS,Q4,"Huepe, David","Useros-Olmo, A.; Martinez-Pernia, David; Huepe, David",The effects of a relaxation program featuring aquatic therapy and autogenic training among people with cervical dystonia (a pilot study),Physiotherapy Theory and Practice. Publicación online: 25 junio 2018.,2018,ARTICLE,NA,NA,NA,NA,3,3,NA,30,"HUEPE ARTIGAS, DAVID ALEJANDRO",David . Huepe Artigas,"Huepe, D.; David Huepe; Huepe D.",180,básica,0000-0001-8351-5314,6wMud9YAAAAJ,0,187.5,3,2017,NA,"Useros-Olmo, A.; Martinez-Pernia, David; Huepe, David (2018) The effects of a relaxation program featuring aquatic therapy and autogenic training among people with cervical dystonia (a pilot study). Physiotherapy Theory and Practice. Publicación online: 25 junio 2018.","<a href="""" target=""_blank"">Useros-Olmo, A.; Martinez-Pernia, David; Huepe, David (2018) The effects of a relaxation program featuring aquatic therapy and autogenic training among people with cervical dystonia (a pilot study). Physiotherapy Theory and Practice. Publicación online: 25 junio 2018.</a>","[Useros-Olmo, A.; Martinez-Pernia, David; Huepe, David (2018) The effects of a relaxation program featuring aquatic therapy and autogenic training among people with cervical dystonia (a pilot study). Physiotherapy Theory and Practice. Publicación online: 25 junio 2018.]()"
