ID,StartDate,confirmation_code,FollowUp_1(1),FollowUp_time_1(1),FollowUp_time_2(1),FollowUp_time_3(1),FollowUp_time_4(1),FollowUp_1(2),FollowUp_time_1(2),FollowUp_time_2(2),FollowUp_time_3(2),FollowUp_time_4(2),FollowUp_1(3),FollowUp_time_1(3),FollowUp_time_2(3),FollowUp_time_3(3),FollowUp_time_4(3),FollowUp_1(4),FollowUp_time_1(4),FollowUp_time_2(4),FollowUp_time_3(4),FollowUp_time_4(4),FollowUp_1(5),FollowUp_time_1(5),FollowUp_time_2(5),FollowUp_time_3(5),FollowUp_time_4(5),FollowUp_1(6),FollowUp_time_1(6),FollowUp_time_2(6),FollowUp_time_3(6),FollowUp_time_4(6),FollowUp_1(7),FollowUp_time_1(7),FollowUp_time_2(7),FollowUp_time_3(7),FollowUp_time_4(7),FollowUp_1(8),FollowUp_time_1(8),FollowUp_time_2(8),FollowUp_time_3(8),FollowUp_time_4(8),FollowUp_1(9),FollowUp_time_1(9),FollowUp_time_2(9),FollowUp_time_3(9),FollowUp_time_4(9),FollowUp_1(10),FollowUp_time_1(10),FollowUp_time_2(10),FollowUp_time_3(10),FollowUp_time_4(10),FollowUp_1(11),FollowUp_time_1(11),FollowUp_time_2(11),FollowUp_time_3(11),FollowUp_time_4(11),FollowUp_1(12),FollowUp_time_1(12),FollowUp_time_2(12),FollowUp_time_3(12),FollowUp_time_4(12),FollowUp_1(13),FollowUp_time_1(13),FollowUp_time_2(13),FollowUp_time_3(13),FollowUp_time_4(13),FollowUp_1(14),FollowUp_time_1(14),FollowUp_time_2(14),FollowUp_time_3(14),FollowUp_time_4(14),FollowUp_1(15),FollowUp_time_1(15),FollowUp_time_2(15),FollowUp_time_3(15),FollowUp_time_4(15),FollowUp_1(16),FollowUp_time_1(16),FollowUp_time_2(16),FollowUp_time_3(16),FollowUp_time_4(16),FollowUp_1(17),FollowUp_time_1(17),FollowUp_time_2(17),FollowUp_time_3(17),FollowUp_time_4(17),FollowUp_1(18),FollowUp_time_1(18),FollowUp_time_2(18),FollowUp_time_3(18),FollowUp_time_4(18),FollowUp_1(19),FollowUp_time_1(19),FollowUp_time_2(19),FollowUp_time_3(19),FollowUp_time_4(19),FollowUp_1(20),FollowUp_time_1(20),FollowUp_time_2(20),FollowUp_time_3(20),FollowUp_time_4(20),FollowUp_1(21),FollowUp_time_1(21),FollowUp_time_2(21),FollowUp_time_3(21),FollowUp_time_4(21),FollowUp_1(22),FollowUp_time_1(22),FollowUp_time_2(22),FollowUp_time_3(22),FollowUp_time_4(22),FollowUp_1(23),FollowUp_time_1(23),FollowUp_time_2(23),FollowUp_time_3(23),FollowUp_time_4(23),FollowUp_1(24),FollowUp_time_1(24),FollowUp_time_2(24),FollowUp_time_3(24),FollowUp_time_4(24),FollowUp_1(25),FollowUp_time_1(25),FollowUp_time_2(25),FollowUp_time_3(25),FollowUp_time_4(25),FollowUp_1(26),FollowUp_time_1(26),FollowUp_time_2(26),FollowUp_time_3(26),FollowUp_time_4(26),FollowUp_1(27),FollowUp_time_1(27),FollowUp_time_2(27),FollowUp_time_3(27),FollowUp_time_4(27),FollowUp_1(28),FollowUp_time_1(28),FollowUp_time_2(28),FollowUp_time_3(28),FollowUp_time_4(28),FollowUp_1(29),FollowUp_time_1(29),FollowUp_time_2(29),FollowUp_time_3(29),FollowUp_time_4(29),FollowUp_1(30),FollowUp_time_1(30),FollowUp_time_2(30),FollowUp_time_3(30),FollowUp_time_4(30),FollowUp_1(31),FollowUp_time_1(31),FollowUp_time_2(31),FollowUp_time_3(31),FollowUp_time_4(31),FollowUp_1(32),FollowUp_time_1(32),FollowUp_time_2(32),FollowUp_time_3(32),FollowUp_time_4(32),FollowUp_1(33),FollowUp_time_1(33),FollowUp_time_2(33),FollowUp_time_3(33),FollowUp_time_4(33),FollowUp_1(34),FollowUp_time_1(34),FollowUp_time_2(34),FollowUp_time_3(34),FollowUp_time_4(34),FollowUp_1(35),FollowUp_time_1(35),FollowUp_time_2(35),FollowUp_time_3(35),FollowUp_time_4(35),FollowUp_1(36),FollowUp_time_1(36),FollowUp_time_2(36),FollowUp_time_3(36),FollowUp_time_4(36),FollowUp_1(37),FollowUp_time_1(37),FollowUp_time_2(37),FollowUp_time_3(37),FollowUp_time_4(37),FollowUp_1(38),FollowUp_time_1(38),FollowUp_time_2(38),FollowUp_time_3(38),FollowUp_time_4(38),FollowUp_1(39),FollowUp_time_1(39),FollowUp_time_2(39),FollowUp_time_3(39),FollowUp_time_4(39),FollowUp_1(40),FollowUp_time_1(40),FollowUp_time_2(40),FollowUp_time_3(40),FollowUp_time_4(40),FollowUp_1(41),FollowUp_time_1(41),FollowUp_time_2(41),FollowUp_time_3(41),FollowUp_time_4(41),FollowUp_1(42),FollowUp_time_1(42),FollowUp_time_2(42),FollowUp_time_3(42),FollowUp_time_4(42),FollowUp_1(43),FollowUp_time_1(43),FollowUp_time_2(43),FollowUp_time_3(43),FollowUp_time_4(43),FollowUp_1(44),FollowUp_time_1(44),FollowUp_time_2(44),FollowUp_time_3(44),FollowUp_time_4(44),FollowUp_1(45),FollowUp_time_1(45),FollowUp_time_2(45),FollowUp_time_3(45),FollowUp_time_4(45),FollowUp_1(46),FollowUp_time_1(46),FollowUp_time_2(46),FollowUp_time_3(46),FollowUp_time_4(46),FollowUp_1(47),FollowUp_time_1(47),FollowUp_time_2(47),FollowUp_time_3(47),FollowUp_time_4(47),FollowUp_1(48),FollowUp_time_1(48),FollowUp_time_2(48),FollowUp_time_3(48),FollowUp_time_4(48),FollowUp_1(49),FollowUp_time_1(49),FollowUp_time_2(49),FollowUp_time_3(49),FollowUp_time_4(49),FollowUp_1(50),FollowUp_time_1(50),FollowUp_time_2(50),FollowUp_time_3(50),FollowUp_time_4(50),FollowUp_1(51),FollowUp_time_1(51),FollowUp_time_2(51),FollowUp_time_3(51),FollowUp_time_4(51),FollowUp_1(52),FollowUp_time_1(52),FollowUp_time_2(52),FollowUp_time_3(52),FollowUp_time_4(52),FollowUp_1(53),FollowUp_time_1(53),FollowUp_time_2(53),FollowUp_time_3(53),FollowUp_time_4(53),FollowUp_1(54),FollowUp_time_1(54),FollowUp_time_2(54),FollowUp_time_3(54),FollowUp_time_4(54),FollowUp_1(55),FollowUp_time_1(55),FollowUp_time_2(55),FollowUp_time_3(55),FollowUp_time_4(55),FollowUp_1(56),FollowUp_time_1(56),FollowUp_time_2(56),FollowUp_time_3(56),FollowUp_time_4(56),FollowUp_1(57),FollowUp_time_1(57),FollowUp_time_2(57),FollowUp_time_3(57),FollowUp_time_4(57),FollowUp_1(58),FollowUp_time_1(58),FollowUp_time_2(58),FollowUp_time_3(58),FollowUp_time_4(58),FollowUp_1(59),FollowUp_time_1(59),FollowUp_time_2(59),FollowUp_time_3(59),FollowUp_time_4(59),FollowUp_1(60),FollowUp_time_1(60),FollowUp_time_2(60),FollowUp_time_3(60),FollowUp_time_4(60),FollowUp_1(61),FollowUp_time_1(61),FollowUp_time_2(61),FollowUp_time_3(61),FollowUp_time_4(61),FollowUp_1(62),FollowUp_time_1(62),FollowUp_time_2(62),FollowUp_time_3(62),FollowUp_time_4(62),FollowUp_1(63),FollowUp_time_1(63),FollowUp_time_2(63),FollowUp_time_3(63),FollowUp_time_4(63),FollowUp_1(64),FollowUp_time_1(64),FollowUp_time_2(64),FollowUp_time_3(64),FollowUp_time_4(64),FollowUp_1(65),FollowUp_time_1(65),FollowUp_time_2(65),FollowUp_time_3(65),FollowUp_time_4(65),FollowUp_1(66),FollowUp_time_1(66),FollowUp_time_2(66),FollowUp_time_3(66),FollowUp_time_4(66),FollowUp_1(67),FollowUp_time_1(67),FollowUp_time_2(67),FollowUp_time_3(67),FollowUp_time_4(67),FollowUp_1(68),FollowUp_time_1(68),FollowUp_time_2(68),FollowUp_time_3(68),FollowUp_time_4(68),FollowUp_1(69),FollowUp_time_1(69),FollowUp_time_2(69),FollowUp_time_3(69),FollowUp_time_4(69),FollowUp_1(70),FollowUp_time_1(70),FollowUp_time_2(70),FollowUp_time_3(70),FollowUp_time_4(70),FollowUp_1(71),FollowUp_time_1(71),FollowUp_time_2(71),FollowUp_time_3(71),FollowUp_time_4(71),FollowUp_1(72),FollowUp_time_1(72),FollowUp_time_2(72),FollowUp_time_3(72),FollowUp_time_4(72),why,why_time_1,why_time_2,why_time_3,why_time_4,what_1,what_2,what_3,what_9,what_6,what_7,what_5,what_8,what_15,what_16,what_4,what_4_TEXT,what_time_1,what_time_2,what_time_3,what_time_4
190,2016-09-29 11:45:57,2274105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,15.923,21.501,22.45,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The chance of getting the procedure related issue was a lot less than my risk of having the disease,0.805,0.805,40.684,1,,,1,,1,,1,,,,,,2.605,25.528,28.64,6
191,2016-09-29 11:46:51,8371778,,,,,,,,,,,100,21.396,22.221,24.517,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"If I have the disease, it will kill me.  I stand better than a 1% chance of dying in an automobile accident on the way to the clinic to take the test",4.889,4.889,65.389,1,,,,,1,,1,,,1,,,5.744,16.359,18.45,3
192,2016-09-29 11:47:17,9885736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,40.598,41.694,42.669,2,,,,,,,,,,,,,,,,I didn't take the test because I was worried about the risk and the first test seemed pretty accurate.,28.934,28.934,48.747,1,,1,1,,,,,1,,,,,43.621,51.606,52.824,5
193,2016-09-29 11:49:32,2221536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,8.44,35.954,36.85,2,,,,,,"I want to be sure whether I really had the disease, without a doubt, before undergoing more treatment. And 1% seems like such a small risk to put my mind at ease.",1.063,15.484,29.231,3,,1,,,1,,1,,,,,,6.688,21.665,24.207,5
194,2016-09-29 11:49:17,8789348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,0,0,44.148,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Because I feel that it's important to cure the disease rather than leave it and let it get worse.,3.089,3.089,44.176,1,1,,,,,,,,,,,,19.062,19.062,21.772,1
195,2016-09-29 11:48:51,1570789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,42.238,42.495,46.847,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Quality of Life, if the rest of my life will be suffering I think I'll take the 1% chance.",5.505,5.505,46.055,1,,,,,1,,1,,,,,,15.12,45.832,48.087,6
196,2016-09-29 11:50:26,3862120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,34.834,39.47,40.38,3,,,,,,,,,,,Because of the high chance to be cured and low chance of side effects from the follow up,0.849,0.849,25.448,1,,,,,,,1,,,1,,,8.344,21.27,22.487,2
197,2016-09-29 11:49:52,1841002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,23.556,39.965,41.808,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"the chance of actually having the disease seems pretty low to me (since 60% of the positive results are false positives), and the risk of ending up in chronic pain as a result of the followup is not a chance I want to take.",1.239,107.229,116.457,8,,,,1,,,,1,,,,,1.943,13.18,14.788,6
198,2016-09-29 11:52:03,5636884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,55.491,56.667,58.17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It was worth knowing if I have the disease over the small chance that I would end up with chronic pain.,1.103,1.103,33.658,1,,,,,,,1,,,,,,12.972,12.972,15.691,1
199,2016-09-29 11:51:21,5914158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,29.353,43.391,48.394,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I always try to make sure that my health is one my top priorities. I will take any precautions needed to maintain a good health status.,2.215,2.215,88.822,1,,,1,,1,,,1,,,,,6.752,33.615,37.507,4
200,2016-09-29 11:52:47,5155128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,36.57,36.57,39.164,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I think the risk of death is unacceptable. I am willing to have the chronic pain.,1.247,1.247,30.481,1,,,,1,,1,,,,,,,7.345,19.843,32.776,2
201,2016-09-29 11:54:01,1808483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,11.804,11.804,12.674,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I would feel better about myself taking the follow up. I'd rather know definitively if I had or didn't have the disease. Otherwise I would think about it constantly.,0.624,0.624,27.859,1,,,,,1,,1,,1,,,,7.699,11.723,13.568,5
202,2016-09-29 11:53:21,9024438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,25.621,31.954,33.151,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Either I will die from the disease or the test itself. However, I have less of a chance of dying from the test. The lesser of two evils. Why not?",1.75,1.75,36.024,1,,1,,1,1,,1,1,1,1,,,3.071,40.816,42.308,13
203,2016-09-29 11:53:44,1546155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,34.535,34.535,35.411,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i feel like why not? if it doesn't put me out then i'll take it. that's why it's 63%.,0.563,0.563,28.263,1,,,,,1,,,,,,,,2.693,2.693,5,1
204,2016-09-29 11:54:03,5502154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,22.812,23.972,25.031,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I feel the risk is not as large as the reward in this situation.,0.955,0.955,25.031,1,,,1,,1,,1,,,1,,,3.515,24.251,24.797,5
205,2016-09-29 11:55:31,5955413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,10.482,10.482,11.178,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"80% chance that I had the rare disease, I'd like to know for sure if I do.",0.176,0.176,11.928,1,,1,1,1,1,,1,1,,,,,4.036,10.116,12.767,6
206,2016-09-29 11:55:16,4688739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,31.542,32.319,33.814,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The risk is minimal, and I might decide to have more assurance that the results are accurate.",1.753,1.753,83.864,1,,,,,,,1,,,,,,8.937,8.937,12.15,1
207,2016-09-29 11:56:03,2727807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,20.893,22.597,23.761,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,If the doctor recommends it and it seems to have a very low chance of going wrong so I'll trust them and take the chance.,1.752,38.712,79.42,5,,,,,1,,1,1,1,1,,,9.024,27.296,41.563,7
208,2016-09-29 11:56:31,9818919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,32.056,32.056,33.623,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,If i likely have it I'd take the small risk of chronic pain to cure the greater risk of pain,3.479,3.479,31.252,1,1,,,,1,,1,,1,1,,,11.148,35.342,35.927,5
209,2016-09-29 11:56:58,4913248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,22.76,22.76,23.551,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It's a small chance of something going wrong in order to know whether or not I'm one of the 1 in 5 who tested positive initially and actually have the disease.  I'd rather risk that than be constantly worrying I have the disease and may die.,0.632,58.591,59.181,3,,,1,,1,,1,,,1,,,9.066,19.682,20.67,4
